[610,667,592,3778,2677,980,1699]|[892,1068,1193,6602,3965,1171,1724]|[323,345,360,2361,1613,436,650]|[338,409,426,2840,1832,652,751]|[237,219,220,1479,1164,378,364]|[129,175,133,1273,922,314,324]|[651,724,617,4218,3150,776,824]|[433,557,443,2835,1870,647,897]|[208,287,243,1696,1397,377,470]|[213,229,245,1754,1342,416,512]|[1143,1179,985,7329,4724,1438,1426]|[563,544,446,3092,1861,512,552]|[231,190,132,998,680,243,319]|[80,60,62,490,377,88,123]|[85,95,98,839,610,167,175]|[253,211,201,1243,943,396,403]|[538,545,459,2783,1912,771,841]|[1097,1123,1152,7046,3956,1558,1668]|[6322,4581,4145,26719,16797,4543,5684]|[5335,5107,4655,30595,19315,5072,3936]|[69460,73885,69370,495622,301141,103869,62320]|[10512,8735,7307,49515,27056,9421,9241]|[1302,1057,985,6611,3729,974,1084]|[663,682,649,4277,2381,689,800]|[5431,5320,4589,33135,17243,5616,4784]|[320,389,510,3138,1607,554,364]|[1770,1679,1699,12729,7495,2483,2086]|[1931,1847,1608,10609,6224,1822,2001]|[82,89,105,560,312,97,217]|[103,96,79,675,437,145,170]|[112,89,98,550,159,60,229]|[188,179,184,1236,906,285,451]|[43,47,68,281,130,40,105]
[496,429,427,2658,1828,590,1375]|[734,915,923,5270,3060,967,1869]|[343,314,303,1773,1137,313,619]|[257,296,350,2159,1410,506,637]|[198,170,172,1121,735,207,244]|[119,101,99,988,711,200,215]|[429,449,374,2664,2207,515,598]|[397,401,350,1829,1266,372,505]|[125,183,191,1166,953,272,396]|[168,125,141,1177,812,204,422]|[660,646,539,3997,2917,815,857]|[434,360,322,1968,1267,321,580]|[140,110,100,641,436,179,206]|[53,33,37,389,211,80,141]|[65,63,60,539,472,132,125]|[161,131,139,793,611,227,345]|[329,301,336,1626,1061,461,613]|[259,314,347,1895,992,381,408]|[10890,8201,7090,40590,29553,8202,10813]|[6768,5710,4860,32329,21491,6520,4690]|[7917,7223,6699,50424,30102,9668,9152]|[47510,50951,51131,354082,224170,76387,39212]|[2855,2568,2663,18191,10928,2981,2177]|[1231,1258,1090,7527,4328,1147,1463]|[3778,3833,3956,25153,12178,3606,3435]|[218,334,462,2339,1075,300,277]|[621,678,649,4515,2595,877,830]|[784,817,590,4134,2641,735,1111]|[60,46,49,358,209,74,135]|[48,65,58,404,328,116,97]|[67,60,39,268,113,44,111]|[110,108,109,827,534,151,235]|[37,38,32,161,75,27,82]
[344,307,264,1874,1305,463,1340]|[624,727,751,3778,2319,618,1334]|[176,206,189,1158,778,210,389]|[233,199,254,1574,1163,579,639]|[123,122,86,745,591,178,298]|[80,95,87,764,555,171,211]|[214,281,230,1875,1442,333,364]|[214,242,212,1416,973,355,455]|[117,126,112,975,737,199,315]|[105,123,125,921,647,174,245]|[395,413,385,2694,2014,547,809]|[235,220,225,1407,924,283,438]|[66,65,61,517,389,151,267]|[28,28,36,325,217,96,143]|[41,65,43,464,358,90,105]|[109,95,95,687,583,312,378]|[300,290,272,1518,1043,649,848]|[221,319,274,1327,816,396,647]|[12818,10359,8840,54015,41610,10481,16827]|[2578,2527,1896,12262,8935,2526,2628]|[955,1119,1029,6085,3619,947,1704]|[3210,2754,2358,16894,9969,3063,3612]|[62380,66846,66146,487804,321507,114341,54077]|[9938,8420,8576,63431,40637,11683,12316]|[6457,5580,5204,36606,19321,6672,6367]|[520,456,469,2679,1344,487,457]|[528,454,467,2759,1754,578,926]|[420,461,322,2425,1931,484,624]|[55,49,43,277,141,73,153]|[58,56,78,464,320,159,132]|[74,52,43,245,118,33,209]|[83,113,99,611,403,148,377]|[30,22,39,181,83,20,97]
[292,282,298,1984,1280,414,1273]|[631,753,727,4272,2638,791,1295]|[159,191,207,1321,960,261,305]|[167,209,210,1491,995,409,413]|[68,77,98,709,533,164,200]|[69,99,104,709,587,162,152]|[165,213,212,1807,1427,363,288]|[171,212,234,1294,867,291,344]|[88,107,112,864,674,187,274]|[91,115,90,925,753,203,300]|[403,461,402,2812,1908,549,725]|[216,239,251,1772,1129,326,439]|[57,50,52,425,334,119,111]|[32,33,34,310,226,72,128]|[35,50,53,382,282,85,157]|[59,85,68,524,488,191,220]|[150,175,198,1116,762,345,369]|[111,136,124,772,640,303,364]|[18099,14821,14177,90273,57680,18455,23296]|[1808,1621,1431,9679,6063,1895,2438]|[606,710,686,3949,2239,590,1279]|[1548,1196,1150,7114,4024,1382,1741]|[11918,8546,8376,64906,38323,13586,12898]|[61814,66439,65782,465144,296033,104559,62251]|[1937,1901,1704,9416,4688,1525,2181]|[218,206,188,1013,419,162,202]|[332,362,346,1997,1213,287,597]|[452,428,449,2904,1908,572,654]|[31,31,48,235,137,58,134]|[44,48,52,340,268,82,103]|[27,35,41,201,86,29,91]|[81,87,99,643,411,137,259]|[16,26,27,127,58,12,74]
[416,389,366,3223,2416,871,1140]|[681,786,856,5469,3489,1019,1155]|[173,230,245,1926,1337,403,334]|[261,344,378,3002,2256,1043,763]|[132,163,146,1399,1156,381,221]|[113,148,143,1321,1050,366,246]|[272,308,362,3250,2539,741,387]|[236,281,262,2315,1867,709,442]|[120,127,181,1627,1373,412,317]|[187,140,213,1508,1229,441,304]|[432,434,465,3997,3026,852,756]|[242,256,288,2166,1662,614,493]|[103,84,87,807,708,331,219]|[45,59,75,480,442,195,108]|[60,66,59,754,626,195,110]|[130,159,168,1320,1052,568,418]|[412,443,437,3218,2625,1342,813]|[368,439,424,2638,2280,1089,721]|[3365,3024,3021,20178,12762,3438,3680]|[1173,1175,1073,8687,5426,1515,1206]|[4731,4382,4303,30341,17920,5767,5450]|[2682,2912,2824,21678,12224,3497,2985]|[4426,4558,4416,39331,21856,6906,5068]|[1111,1337,1182,9869,5823,1456,1424]|[88005,99387,97004,692961,386008,135168,82113]|[3003,3062,3560,30369,13776,5347,3114]|[497,615,583,4191,2836,920,968]|[389,370,379,3288,2417,674,461]|[65,58,60,492,302,122,151]|[51,66,75,655,431,162,97]|[62,54,60,367,148,54,117]|[109,158,133,1097,852,330,307]|[19,34,45,218,93,45,84]
[67,63,59,536,420,157,205]|[112,109,129,779,526,137,187]|[30,45,40,308,208,36,61]|[41,39,55,410,265,103,75]|[18,26,26,247,173,52,44]|[26,18,23,238,195,55,42]|[48,56,48,578,392,111,53]|[48,44,35,401,309,126,83]|[25,34,37,348,256,68,80]|[31,27,29,288,200,48,43]|[79,59,82,707,503,133,104]|[33,32,46,323,241,62,49]|[17,14,13,115,114,32,31]|[12,11,12,99,70,19,24]|[8,9,12,164,123,37,24]|[25,35,29,262,218,75,61]|[77,91,92,647,441,221,176]|[82,102,76,658,567,268,153]|[341,356,304,2229,1435,275,389]|[148,124,152,1214,733,149,133]|[461,411,314,2502,1477,349,380]|[268,262,223,1943,1041,177,244]|[356,342,315,3088,1682,368,461]|[150,157,144,1085,656,122,143]|[4525,4222,3790,27754,13770,3023,2930]|[13556,14795,13485,97624,48285,14415,9776]|[75,92,93,669,438,101,149]|[27,51,70,521,348,75,44]|[8,15,10,92,59,16,22]|[12,18,17,127,81,22,16]|[9,20,8,70,50,10,20]|[34,26,35,266,128,64,73]|[8,8,5,51,26,9,17]
[688,735,737,3860,2461,859,1361]|[840,911,934,5203,2685,878,2647]|[480,355,421,2076,1158,378,949]|[323,386,425,2331,1501,473,947]|[279,223,224,1299,981,247,458]|[112,138,167,1180,833,245,356]|[988,970,747,4228,2623,801,1418]|[679,663,559,2854,1680,507,1076]|[221,222,208,1471,1232,323,349]|[316,266,258,1517,1072,274,401]|[2482,2374,2293,14880,8228,2953,3267]|[1154,868,710,3944,2019,710,1288]|[215,247,245,1172,732,225,330]|[72,61,98,564,402,118,141]|[90,94,127,813,604,159,133]|[197,278,278,1383,1067,431,329]|[373,511,575,2663,1542,653,737]|[500,603,809,4943,2839,1051,946]|[1268,1563,1385,8264,5111,1454,1515]|[1563,1821,1818,11693,6719,2143,1869]|[1714,2086,2471,15197,8162,2493,1800]|[656,837,913,5118,2961,1031,768]|[364,415,459,3036,1833,614,446]|[212,307,390,2300,1249,386,275]|[450,718,903,4558,2333,885,801]|[78,111,132,643,287,157,136]|[13903,15165,14564,109317,70457,28192,14477]|[5984,6638,6155,46359,27562,8823,5637]|[77,119,122,684,489,162,210]|[60,70,98,661,621,205,214]|[67,89,125,507,209,78,154]|[178,222,273,1294,939,326,361]|[32,47,69,258,75,33,83]
[1410,1193,1016,6082,3654,1487,3804]|[3524,4123,4021,19398,11442,4088,6824]|[1936,1952,1924,9256,5541,2187,4037]|[1005,1148,1161,6993,4494,1593,2277]|[528,447,395,2915,2128,806,1095]|[406,400,428,3406,2052,751,1001]|[2857,3014,2605,12693,9121,2963,4228]|[1392,1393,1217,6626,4198,1282,2477]|[380,367,409,2369,1798,624,794]|[434,477,527,3269,2379,839,1096]|[11641,9722,8331,53860,33285,12922,12335]|[9093,7468,6165,30772,21374,7682,8613]|[595,484,405,1948,1137,466,691]|[127,157,140,1058,632,203,351]|[181,198,195,1231,1024,331,494]|[320,363,302,1620,1111,355,632]|[505,575,565,2867,1821,714,1121]|[720,486,500,4274,3090,1252,1412]|[4965,4868,4083,23180,16414,4487,4957]|[7588,7406,7152,50973,32327,11457,6840]|[1535,1825,1684,11274,6306,2230,1913]|[824,839,740,4393,2540,789,803]|[462,497,452,2308,1408,449,602]|[394,428,456,3040,1648,521,450]|[403,619,594,3110,1561,675,734]|[73,72,92,426,210,103,85]|[5894,6036,6712,46508,26866,9186,5553]|[93381,98827,86638,596339,416061,137226,75456]|[139,144,145,618,377,146,388]|[130,151,141,860,544,210,282]|[97,92,114,471,149,51,224]|[320,343,319,1762,946,344,825]|[43,57,54,292,94,29,158]
[1275,1233,871,6344,4228,1416,2298]|[1112,1251,1142,6391,4315,1201,1590]|[214,198,182,1390,982,234,397]|[364,397,421,2574,1842,658,698]|[348,238,173,1584,1142,304,382]|[253,265,249,2229,1599,441,485]|[504,373,287,2387,1852,462,323]|[388,386,290,2219,1575,528,590]|[762,701,585,4704,3526,902,838]|[480,507,433,3514,2400,671,778]|[183,238,200,1949,1666,425,347]|[90,94,86,821,675,175,195]|[141,150,106,816,548,198,254]|[787,730,616,4702,2761,1047,1243]|[496,487,400,3952,2776,834,782]|[974,745,604,4064,2989,978,918]|[760,811,652,3597,2537,1057,1143]|[491,506,498,3698,2727,1085,1035]|[116,114,143,942,720,228,237]|[56,106,102,748,506,158,135]|[79,88,91,638,355,89,121]|[58,47,66,383,276,89,103]|[26,38,39,325,232,70,81]|[32,33,50,277,182,62,60]|[53,65,60,485,265,79,172]|[12,11,12,83,48,22,23]|[187,151,115,834,477,114,276]|[90,72,93,690,580,163,145]|[57161,60216,55655,375575,234767,87558,48830]|[25256,19657,15638,81326,53397,17885,16254]|[3670,2861,3017,14141,6593,2344,4755]|[9822,7222,5797,44667,23562,8288,9107]|[1164,1127,1499,5524,1796,657,1290]
[1990,1833,1332,8856,5882,2123,3660]|[1973,2222,2082,11588,6854,2213,2763]|[250,271,299,1877,1218,396,394]|[493,555,536,3499,2205,861,850]|[386,315,261,1909,1368,482,500]|[292,463,372,2879,1887,644,586]|[415,494,381,2766,2004,750,822]|[543,520,404,2845,2095,659,706]|[1130,1162,919,6897,4630,1390,1261]|[655,701,610,4420,3103,1071,855]|[199,240,229,1915,1424,499,439]|[119,149,147,1159,944,243,228]|[165,200,160,934,532,199,242]|[750,881,748,5625,3358,1030,1715]|[686,544,456,4011,3062,1091,793]|[919,1039,756,4996,3360,1058,1038]|[942,1095,987,5251,3046,1114,1402]|[612,501,457,5097,4062,1770,1248]|[177,222,217,1397,910,290,388]|[103,129,122,851,472,168,175]|[96,128,94,676,348,128,138]|[68,62,78,435,257,100,128]|[47,49,58,473,293,102,98]|[30,51,51,421,218,85,55]|[71,76,92,568,277,117,175]|[20,15,13,88,50,15,33]|[155,167,171,847,448,152,237]|[105,110,123,914,624,219,214]|[13760,10465,9679,89266,63924,26958,18414]|[162165,173940,162182,1175440,770691,287954,152638]|[15366,8535,7293,51587,30806,14285,24388]|[8174,5844,4516,31896,19550,6825,9077]|[2713,1904,2284,9482,4076,1686,2965]
[410,511,349,3337,2436,702,817]|[315,443,394,2927,1995,530,675]|[55,95,80,778,598,134,121]|[123,160,174,1412,1057,349,255]|[117,113,88,983,751,207,165]|[78,118,106,1291,1046,231,158]|[108,122,123,1500,1168,227,135]|[149,133,152,1404,1050,318,245]|[225,293,310,3069,2126,407,321]|[136,159,175,1846,1408,339,215]|[70,89,94,1168,938,198,122]|[34,56,60,592,486,116,86]|[26,46,46,501,314,82,62]|[225,294,203,1757,1197,349,527]|[176,142,136,1586,1341,288,309]|[211,243,225,2207,1624,473,401]|[342,468,425,3552,2540,657,537]|[386,565,653,6050,3668,732,498]|[85,80,102,948,623,164,144]|[40,46,62,505,386,69,54]|[45,67,56,688,346,77,57]|[29,38,32,307,232,43,56]|[24,25,46,367,214,51,50]|[24,24,23,239,141,40,27]|[29,42,40,445,243,68,50]|[2,11,14,81,50,12,12]|[64,60,62,583,298,54,82]|[34,35,55,498,421,83,75]|[2323,1543,1546,14321,10154,2037,2466]|[12403,9288,8450,59853,42413,8287,10918]|[36482,37092,35817,255795,154956,55422,41845]|[876,803,695,6189,4254,1063,1295]|[2039,1966,2494,15491,5153,1639,2290]
[6019,4572,3662,22764,14925,5477,11003]|[4561,4570,4194,22056,13109,4869,8508]|[616,648,688,4041,2527,881,1376]|[1551,1482,1575,8849,5836,2458,3112]|[1139,1051,810,5448,3750,1318,1983]|[1776,1550,1507,9802,7107,2454,3375]|[828,945,804,5470,4269,1414,1325]|[1265,1351,1186,7299,5152,1759,2188]|[4337,4395,3613,23542,18097,5847,5292]|[3440,3030,2741,16917,12475,4530,4884]|[663,643,663,4361,3192,946,1156]|[289,303,332,2339,1826,569,606]|[510,430,419,2311,1466,631,734]|[12082,10215,9573,58418,37620,13783,13056]|[6222,5560,4626,32617,22249,7902,6927]|[8001,6651,5632,39569,24826,9476,8179]|[2401,2772,2190,11275,7663,2887,3877]|[889,976,904,6223,5219,2294,2321]|[371,358,352,2069,1350,386,736]|[209,299,256,1549,868,339,359]|[232,279,296,1362,706,278,417]|[198,172,155,736,480,143,320]|[102,108,125,669,404,126,179]|[121,118,117,706,337,110,160]|[146,187,170,1130,519,235,452]|[42,31,35,196,112,42,57]|[344,332,288,1426,729,228,520]|[223,230,237,1697,1285,391,507]|[5828,6516,6561,46214,27426,9854,8402]|[6158,6027,4889,31055,23923,7024,7555]|[1444,1387,1282,6122,3047,998,1942]|[167890,179837,160077,1107988,708981,255615,150854]|[566,635,662,2752,847,291,1086]
[155,166,192,2024,1489,344,238]|[150,231,236,2014,1419,405,301]|[43,59,52,635,416,99,75]|[53,80,83,780,611,170,112]|[58,45,51,633,452,110,61]|[35,53,56,715,433,126,53]|[61,116,93,1109,836,203,87]|[69,64,75,727,575,119,65]|[88,115,155,1973,1344,280,147]|[44,76,80,952,701,160,111]|[57,44,85,959,724,165,90]|[27,21,31,348,262,77,54]|[14,11,16,239,199,57,22]|[46,40,38,583,363,109,56]|[55,64,62,934,668,170,76]|[66,95,101,1079,894,221,129]|[133,154,166,1453,999,357,214]|[69,76,114,1424,938,259,155]|[50,74,66,618,443,93,63]|[20,35,47,440,310,70,36]|[22,32,41,346,238,55,39]|[16,22,32,190,142,54,33]|[14,22,14,202,142,45,26]|[10,23,22,150,101,30,12]|[18,27,29,254,147,45,37]|[6,4,6,65,35,12,6]|[12,28,17,284,200,48,36]|[23,35,39,340,283,73,37]|[390,510,485,6271,4073,917,487]|[1163,1261,1230,11598,7263,1323,1294]|[1274,1319,1316,12035,5858,1316,1339]|[245,260,252,2948,2039,457,308]|[8248,11495,12419,86488,37402,10130,8490]
